Province,Model,R2,MSE,MAE,MAEP
Province de Flandre-Orientale,XGBoostSE,0.5699635186951753,352950.4479132555,421.44515547112053,0.8255095600652493
Region Wallone,XGBoostSE,0.43854084668479365,348578.1990584833,427.13107545839307,0.7634331219117195
Region Flamande,XGBoostSE,0.5682283798850418,429789.3805612227,459.5428227152895,0.8182077557485862
Belgique,XGBoostSE,0.5760009600395082,441231.78402967844,470.24069967180066,0.7955405516248638
Bruxelles-Capitale,XGBoostAE,-0.01591874179347541,889906.3796895149,729.9647444681736,0.784243737575222
Province du Brabant wallon,XGBoostAE,-0.04775985883646916,880901.7339340729,705.7416802654292,0.725866828009104
Province du Brabant flamand,XGBoostAE,0.0013176750576266993,702516.832336506,652.9854049772132,0.7553003510934622
Province d'Anvers,XGBoostAE,-0.004346883408784308,695801.0572191187,635.4976609225251,0.7528710755950022
Province du Brabant flamand 2,XGBoostAE,-0.0673650787348139,2794071.1269699386,992.3463295170882,0.6354400526019444
Province de Limbourg,XGBoostAE,0.006542263690011874,573336.5205421913,580.4355971831973,0.7267129592613966
Province de Liège,XGBoostAE,0.004179726903337455,509370.4842438257,565.9477221800262,0.694135992250132
Province de Namur,XGBoostAE,-0.017084647706493206,577347.6907526186,595.0085676029948,0.6799693509839213
Province du Hainaut 1,XGBoostAE,-0.0014368146606573706,289817.88993279217,416.4931138507751,0.7060776922161218
Province de Luxembourg,XGBoostAE,0.004617338215570754,625537.8020626819,657.6557109457511,0.6588164493415432
Province du Hainaut 2,XGBoostAE,-0.006265767999316774,339958.2537767133,477.00745622418253,0.6882722077247493
Province de Flandre-Occidentale,XGBoostAE,-0.0281256223373636,1516085.1479246316,944.8780757727997,0.6435004961985522
Province de Flandre-Orientale,XGBoostAE,-0.01969334810729806,836908.5870496823,721.273699219517,0.7013719022360365
Region Wallone,XGBoostAE,-0.020614740193958703,633641.9060383972,629.8402835325952,0.6511624694840132
Region Flamande,XGBoostAE,-0.010676764893746027,1006036.8039373485,736.4707597940599,0.708656809266599
Belgique,XGBoostAE,-0.012914464983365903,1054082.7085262334,770.1459041014311,0.6651425390638259
Bruxelles-Capitale,RandomForestRegressorM50N20,0.20671660247122547,694886.2417050881,613.7834417449919,0.8185835379959372
Province du Brabant wallon,RandomForestRegressorM50N20,0.7150564190047821,239565.6719000606,340.5273733773624,0.8677280205718392
Province du Brabant flamand,RandomForestRegressorM50N20,0.6159128152093678,270183.72675788664,378.97039074863847,0.8579846948257575
Province d'Anvers,RandomForestRegressorM50N20,0.43343036310483674,392513.54173760436,444.7754598396861,0.827038102969005
Province du Brabant flamand 2,RandomForestRegressorM50N20,0.8794421248375374,315587.6886281123,408.7851583707035,0.8498239058280678
Province de Limbourg,RandomForestRegressorM50N20,0.5993419856995773,231224.60417850225,346.4636037856322,0.8368742140184017
Province de Liège,RandomForestRegressorM50N20,0.3688212711792326,322853.2531719495,421.8334241025541,0.7720219436490374
Province de Namur,RandomForestRegressorM50N20,0.4535225186484514,310207.72225604556,408.1573467779668,0.780468941621714
Province du Hainaut 1,RandomForestRegressorM50N20,0.46559962494904417,154656.57624045142,298.0992153016004,0.7896291525688894
Province de Luxembourg,RandomForestRegressorM50N20,0.5238165201516298,299252.5174478265,417.36627075258315,0.783475603099885
Province du Hainaut 2,RandomForestRegressorM50N20,0.3206841160284202,229501.04139676888,368.6453732587436,0.7590876057827793
Province de Flandre-Occidentale,RandomForestRegressorM50N20,0.6237535634891297,554817.0592781154,507.0491028395678,0.8086919802669436
Province de Flandre-Orientale,RandomForestRegressorM50N20,0.5883590551048774,337852.3967067423,419.1057291586736,0.826478149978206
Region Wallone,RandomForestRegressorM50N20,0.4520572095701145,340186.6546254353,430.503870198364,0.7615650969238135
Region Flamande,RandomForestRegressorM50N20,0.5775071528680344,420553.2059102189,462.7018518997099,0.8169580637140154
Bruxelles-Capitale,RandomForestRegressorM50N45,0.2274033569318299,676765.4274979762,629.4877232209003,0.8139418109796861
Province du Brabant wallon,RandomForestRegressorM50N45,0.7216377748638532,234032.41183192722,335.4094820451281,0.8697159771061371
Province du Brabant flamand,RandomForestRegressorM50N45,0.6283027590230497,261468.09831085533,370.3269584775337,0.8612237332881265
Province d'Anvers,RandomForestRegressorM50N45,0.4493597404674585,381477.83505811915,443.034202325701,0.8277152338587059
Province du Brabant flamand 2,RandomForestRegressorM50N45,0.8777888888192444,319915.41033908905,412.7123342077993,0.8483811726068029
Province de Limbourg,RandomForestRegressorM50N45,0.6090538837124596,225619.7499294946,350.4850945261177,0.8349807717327141
Province de Liège,RandomForestRegressorM50N45,0.37968795608631134,317294.8520198708,419.2550782161023,0.7734153995731248
Province de Namur,RandomForestRegressorM50N45,0.4265989077169722,325490.8991608032,413.6521716220005,0.7775135012183094
Province du Hainaut 1,RandomForestRegressorM50N45,0.48948541618391195,147743.97874680895,296.7848737407312,0.7905566932458894
Province de Luxembourg,RandomForestRegressorM50N45,0.5060983010664037,310387.34654276783,424.10079532843577,0.7799818160490863
Province du Hainaut 2,RandomForestRegressorM50N45,0.30613334212879495,234416.89548157138,368.3595031629087,0.7592744239397899
Province de Flandre-Occidentale,RandomForestRegressorM50N45,0.6184808044296315,562592.3267405842,504.5533973762071,0.8096336020297249
Province de Flandre-Orientale,RandomForestRegressorM50N45,0.5843717301170095,341124.97520095174,417.2407270888913,0.8272503145823329
Region Wallone,RandomForestRegressorM50N45,0.4639797904712777,332784.59918806795,424.68684993683195,0.7647868581163703
Region Flamande,RandomForestRegressorM50N45,0.5931513325742565,404980.8477651063,453.49698055827696,0.8205994528000577
Bruxelles-Capitale,RandomForestRegressorM50N70,0.21411844940029734,688402.5038501904,629.1978024576017,0.8140275030912062
Province du Brabant wallon,RandomForestRegressorM50N70,0.7177868472169928,237270.0705499669,334.24375591968254,0.8701687832948276
Province du Brabant flamand,RandomForestRegressorM50N70,0.6314412326831904,259260.35865328126,370.1363044158004,0.8612951789615108
Province d'Anvers,RandomForestRegressorM50N70,0.449500625212216,381380.2315747334,438.6212983185972,0.829431300317857
Province du Brabant flamand 2,RandomForestRegressorM50N70,0.8826124335022455,307288.68383572844,403.828211235946,0.8516449478704982
Province de Limbourg,RandomForestRegressorM50N70,0.6224231429699836,217904.18810458417,340.2113617476662,0.839817963045562
Province de Liège,RandomForestRegressorM50N70,0.3841105752670113,315032.6449383722,417.405769249325,0.7744148506354375
Province de Namur,RandomForestRegressorM50N70,0.4238477683548132,327052.5823120167,414.5506537314514,0.7770302446262652
Province du Hainaut 1,RandomForestRegressorM50N70,0.4862388917291368,148683.52965339005,294.85689167797284,0.7919172846180071
Province de Luxembourg,RandomForestRegressorM50N70,0.5161066807599429,304097.68521344365,416.9048201878967,0.7837149978766544
Province du Hainaut 2,RandomForestRegressorM50N70,0.3260257510613145,227696.41584371467,363.7571216518824,0.7622821132513935
Province de Flandre-Occidentale,RandomForestRegressorM50N70,0.6165797868336724,565395.5878212921,507.44950735914296,0.8085409089105342
Province de Flandre-Orientale,RandomForestRegressorM50N70,0.6031430052418414,325718.53818633,410.0176445041207,0.8302408789334469
Region Wallone,RandomForestRegressorM50N70,0.4724320376763882,327537.07745588507,422.7115800727412,0.7658808628656812
Region Flamande,RandomForestRegressorM50N70,0.5873967256388419,410709.0356193395,455.0411171246636,0.819988602106807
Bruxelles-Capitale,RandomForestRegressorM50N95,0.23723577979674304,668152.5970861223,617.4572147084434,0.8174976779874938
Province du Brabant wallon,RandomForestRegressorM50N95,0.7183972111196095,236756.9084779413,333.11337735669014,0.8706078593331128
Province du Brabant flamand,RandomForestRegressorM50N95,0.6268059136694117,262521.0448085277,368.4917859253653,0.8619114455643513
Province d'Anvers,RandomForestRegressorM50N95,0.44838078058710595,382156.0482641108,441.2005477056132,0.8284282956398221
Province du Brabant flamand 2,RandomForestRegressorM50N95,0.8824050939496135,307831.44232486177,405.17290518937375,0.8511509453813
Province de Limbourg,RandomForestRegressorM50N95,0.6135330081143372,223034.79285906436,344.7154841710334,0.837697282828532
Province de Liège,RandomForestRegressorM50N95,0.38505771467092487,314548.1751300627,416.3896852879706,0.7749639888339853
Province de Namur,RandomForestRegressorM50N95,0.43886871368495295,318525.94874338165,410.8124742207701,0.7790408577166975
Province du Hainaut 1,RandomForestRegressorM50N95,0.4991601388802247,144944.09394481036,291.2079121349759,0.7944923967931345
Province de Luxembourg,RandomForestRegressorM50N95,0.5296925506604844,295559.7876560771,410.9959853001751,0.7867804274527899
Province du Hainaut 2,RandomForestRegressorM50N95,0.3331643143354128,225284.71350590975,361.27259325043076,0.7639057703731507
Province de Flandre-Occidentale,RandomForestRegressorM50N95,0.6219750244888921,557439.7120986286,504.0113927076831,0.8098380986736213
Province de Flandre-Orientale,RandomForestRegressorM50N95,0.5980517739288694,329897.14267795614,412.04709460219505,0.8294006281064021
Region Wallone,RandomForestRegressorM50N95,0.46604484998890083,331502.5206551038,423.66059803382433,0.7653552485304045
Region Flamande,RandomForestRegressorM50N95,0.5880209777520324,410087.6494129679,455.39242408915067,0.8198496272858797
Bruxelles-Capitale,RandomForestRegressorM50N120,0.22581802508843285,678154.1182104571,622.4199839801154,0.8160308283109213
Province du Brabant wallon,RandomForestRegressorM50N120,0.7133426956539923,241006.48093512942,339.07170491339355,0.8682934498564533
Province du Brabant flamand,RandomForestRegressorM50N120,0.6325051872175109,258511.92649369125,368.10013842586346,0.8620582114872843
Province d'Anvers,RandomForestRegressorM50N120,0.45244722324787945,379338.85915422486,438.2601683383422,0.8295717346090883
Province du Brabant flamand 2,RandomForestRegressorM50N120,0.8813291649029554,310647.931587841,408.55807243386056,0.8499073307722912
Province de Limbourg,RandomForestRegressorM50N120,0.6189268731179713,219921.92788209574,344.6849133175065,0.8377116765323878
Province de Liège,RandomForestRegressorM50N120,0.3843626281882555,314903.7177393406,417.2753140045736,0.774485354610324
Province de Namur,RandomForestRegressorM50N120,0.4383026011680984,318847.30228563515,412.27367366644216,0.7782549386015758
Province du Hainaut 1,RandomForestRegressorM50N120,0.4998704711194233,144738.52232241543,292.2696735533263,0.7937431038132048
Province de Luxembourg,RandomForestRegressorM50N120,0.5196043343003236,301899.6215018413,414.49933839593206,0.7849629317197995
Province du Hainaut 2,RandomForestRegressorM50N120,0.3210715905029099,229370.13647093356,364.6522882810899,0.7616971154418201
Province de Flandre-Occidentale,RandomForestRegressorM50N120,0.6212583812811832,558496.481913487,502.6764136692166,0.8103417820344713
Province de Flandre-Orientale,RandomForestRegressorM50N120,0.5987989185634273,329283.9271837194,411.68627357416744,0.829550018410457
Region Wallone,RandomForestRegressorM50N120,0.47310466198430645,327119.4831063893,421.3284706106907,0.7666468991161238
Region Flamande,RandomForestRegressorM50N120,0.5935082842685664,404625.53481622174,452.73603842049954,0.8209004767136828
Bruxelles-Capitale,RandomForestRegressorM50N145,0.2434425817040805,662715.6734547522,617.8599850666243,0.8173786308311002
Province du Brabant wallon,RandomForestRegressorM50N145,0.7230530236980399,232842.54457229798,331.37532422101486,0.8712829760684488
Province du Brabant flamand,RandomForestRegressorM50N145,0.6246386890433306,264045.565410576,370.95197239373647,0.8609895156705645
Province d'Anvers,RandomForestRegressorM50N145,0.4537863977504739,378411.09301077493,438.28435589300966,0.8295623286824634
Province du Brabant flamand 2,RandomForestRegressorM50N145,0.8831327680821628,305926.58959536394,404.3809616244799,0.8514418830265276
Province de Limbourg,RandomForestRegressorM50N145,0.6203657294834417,219091.54640537297,344.7995874215221,0.837657684415626
Province de Liège,RandomForestRegressorM50N145,0.38993492074713365,312053.44301030977,415.4534755945406,0.7754699593286165
Province de Namur,RandomForestRegressorM50N145,0.4321451248942928,322342.5912132206,410.9014463799036,0.77899300324975
Province du Hainaut 1,RandomForestRegressorM50N145,0.4879997678102732,148173.92846557972,294.15380880452284,0.7924134554641878
Province de Luxembourg,RandomForestRegressorM50N145,0.537911734700259,290394.52758436534,405.69721904477444,0.7895293610589879
Province du Hainaut 2,RandomForestRegressorM50N145,0.3312963376176018,225915.79340873222,361.80103501161653,0.7635604298938541
Province de Flandre-Occidentale,RandomForestRegressorM50N145,0.6204349934142757,559710.6585557943,502.60155772554094,0.810370024944812
Province de Flandre-Orientale,RandomForestRegressorM50N145,0.5961715549437288,331440.32369126653,413.98359165607053,0.8285988625184566
Region Wallone,RandomForestRegressorM50N145,0.46789232147164783,330355.53021338535,422.75206185138245,0.7658584420011203
Region Flamande,RandomForestRegressorM50N145,0.5926055359797998,405524.138637678,453.19910437221085,0.8207172907418062
Bruxelles-Capitale,RandomForestRegressorM50N170,0.23833381009514476,667190.7640896023,622.7449665905749,0.8159347729412378
Province du Brabant wallon,RandomForestRegressorM50N170,0.7245686387121533,231568.29467366985,333.7598515619289,0.8703567475886205
Province du Brabant flamand,RandomForestRegressorM50N170,0.6320374975005327,258840.91989858294,367.9013080517669,0.8621327211506895
Province d'Anvers,RandomForestRegressorM50N170,0.4541568293053927,378154.4618888014,438.0982719039106,0.8296346920268197
Province du Brabant flamand 2,RandomForestRegressorM50N170,0.8851525217177306,300639.4245670477,402.99307498059994,0.8519517532873806
Province de Limbourg,RandomForestRegressorM50N170,0.6220190884161285,218137.37289297485,342.71103425545425,0.8386410398765072
Province de Liège,RandomForestRegressorM50N170,0.3845911371359604,314786.8334817179,416.8162902009872,0.7747334320470114
Province de Namur,RandomForestRegressorM50N170,0.4335565100265768,321541.41901115834,410.1250282631725,0.7794106066378933
Province du Hainaut 1,RandomForestRegressorM50N170,0.49045149202334004,147464.39439640442,293.6732091960446,0.7927526182050503
Province de Luxembourg,RandomForestRegressorM50N170,0.525775129784579,298021.6497504754,410.5853183725001,0.78699347631436
Province du Hainaut 2,RandomForestRegressorM50N170,0.3209092978634146,229424.96564636435,366.1677115659537,0.7607067754611991
Province de Flandre-Occidentale,RandomForestRegressorM50N170,0.6244887111046857,553733.0026635717,500.31193046386164,0.8112338940551322
Province de Flandre-Orientale,RandomForestRegressorM50N170,0.5999174188897609,328365.9232274672,412.3943106168154,0.829256870669979
Region Wallone,RandomForestRegressorM50N170,0.4727689293110672,327327.92051436787,421.5606954956519,0.7665182811831142
Region Flamande,RandomForestRegressorM50N170,0.5913759857547456,406748.044065863,453.0594530342118,0.8207725359309217
Bruxelles-Capitale,RandomForestRegressorM50N195,0.2368699044070437,668473.0900843025,617.7573840484831,0.8174089566959626
Province du Brabant wallon,RandomForestRegressorM50N195,0.717852716681934,237214.6909461478,335.408835524627,0.8697162282358644
Province du Brabant flamand,RandomForestRegressorM50N195,0.6281476944083073,261577.17754379622,368.80433333547717,0.8617943215965902
Province d'Anvers,RandomForestRegressorM50N195,0.4558008957781603,377015.4697648774,438.3093797101248,0.8295525975545797
Province du Brabant flamand 2,RandomForestRegressorM50N195,0.8831140405692555,305975.61312455434,405.06871089486907,0.8511892234152827
Province de Limbourg,RandomForestRegressorM50N195,0.6294473813956636,213850.41483246032,339.0369202857823,0.8403709264289185
Province de Liège,RandomForestRegressorM50N195,0.3898181884898002,312113.1525463085,415.1371304532319,0.7756409266970867
Province de Namur,RandomForestRegressorM50N195,0.4236516871254893,327163.88774289243,415.1039659586566,0.7767326407247039
